player_name,draft_year,round,pick,team,pos_group,apy_m,av_y1_4,roi,surplus,era
Ronald Darby,2015,2,50,BUF,SECONDARY,1.142423,17.0,14.880652787977834,2.416666666666666,2006–2015
Quinten Rollins,2015,2,62,GNB,SECONDARY,0.935642,7.0,7.481493990222757,-4.25,2006–2015
Jordan Richards,2015,2,64,NWE,SECONDARY,0.927887,9.0,9.699456938183204,-1.8124999999999984,2006–2015
D'Joun Smith,2015,3,65,IND,SECONDARY,0.853712,0.0,0.0,-10.812499999999998,2006–2015
P.J. Williams,2015,3,78,NOR,SECONDARY,0.765228,11.0,14.374800712990115,2.0,2006–2015
Alex Carter,2015,3,80,DET,SECONDARY,0.764687,0.0,0.0,-7.625,2006–2015
Craig Mager,2015,3,83,SDG,SECONDARY,0.748708,4.0,5.342536743296452,-3.625,2006–2015
Steven Nelson,2015,3,98,KAN,SECONDARY,0.725737,14.0,19.290734797867547,6.375,2006–2015
Jalen Ramsey,2016,1,5,JAX,SECONDARY,5.83775,42.0,7.194552695816025,15.5,2016–2024
Eli Apple,2016,1,10,NYG,SECONDARY,3.78808,18.0,4.75174758716817,4.296296296296298,2016–2024
Vernon Hargreaves III,2016,1,11,TAM,SECONDARY,,12.0,,-1.7037037037037024,2016–2024
Karl Joseph,2016,1,14,OAK,SECONDARY,2.971079,15.0,5.04867087007784,1.2962962962962976,2016–2024
Keanu Neal,2016,1,17,ATL,SECONDARY,2.684412,13.0,4.842773762000766,-0.7037037037037024,2016–2024
William Jackson III,2016,1,24,CIN,SECONDARY,2.426411,11.0,4.533444663744106,0.5,2016–2024
Artie Burns,2016,1,25,PIT,SECONDARY,2.397746,15.0,6.255875309561563,4.5,2016–2024
Xavien Howard,2016,2,38,MIA,SECONDARY,1.53201,22.0,14.360219580812135,12.636363636363637,2016–2024
Mackensie Alexander,2016,2,54,MIN,SECONDARY,1.079077,7.0,6.487025485669697,-1.423245614035087,2016–2024
T.J. Green,2016,2,57,IND,SECONDARY,1.04181,5.0,4.799339610869545,-3.4232456140350878,2016–2024
Sean Davis,2016,2,58,PIT,SECONDARY,1.021742,17.0,16.638251143635088,8.576754385964913,2016–2024
Cyrus Jones,2016,2,60,NWE,SECONDARY,1.001676,4.0,3.9933072171041335,-4.423245614035087,2016–2024
Vonn Bell,2016,2,61,NOR,SECONDARY,0.993075,16.0,16.11157264053571,7.576754385964913,2016–2024
James Bradberry,2016,2,62,CAR,SECONDARY,0.990209,21.0,21.207644042823283,12.576754385964913,2016–2024
Kevin Byard,2016,3,64,TEN,SECONDARY,0.908572,32.0,35.22010363515494,23.57675438596491,2016–2024
Will Redmond,2016,3,68,SFO,SECONDARY,0.885426,2.0,2.2587997190053146,-6.423245614035087,2016–2024
Darian Thompson,2016,3,71,NYG,SECONDARY,0.864284,9.0,10.413243794863725,0.5767543859649127,2016–2024
KeiVarae Russell,2016,3,74,KAN,SECONDARY,0.840782,2.0,2.378737889250721,-6.423245614035087,2016–2024
Daryl Worley,2016,3,77,CAR,SECONDARY,0.809474,19.0,23.47203245564404,10.576754385964913,2016–2024
Kendall Fuller,2016,3,84,WAS,SECONDARY,0.780856,12.0,15.367750263813049,3.5767543859649127,2016–2024
Brandon Williams,2016,3,92,ARI,SECONDARY,0.770674,38.0,49.307489288596734,29.57675438596491,2016–2024
Justin Simmons,2016,3,98,DEN,SECONDARY,0.756855,26.0,34.352683142742,18.125,2016–2024
Jamal Adams,2017,1,6,NYJ,SECONDARY,5.564702,42.0,7.547573976108694,15.5,2016–2024
Marshon Lattimore,2017,1,11,NOR,SECONDARY,3.839934,29.0,7.552213136996626,15.296296296296298,2016–2024
Malik Hooker,2017,1,15,IND,SECONDARY,3.150027,13.0,4.126948753137671,-0.7037037037037024,2016–2024
Marlon Humphrey,2017,1,16,BAL,SECONDARY,2.96187,33.0,11.1416098613376,19.296296296296298,2016–2024
Adoree' Jackson,2017,1,18,TEN,SECONDARY,2.820753,15.0,5.317728989386877,1.2962962962962976,2016–2024
Gareon Conley,2017,1,24,OAK,SECONDARY,2.616916,9.0,3.439162739652324,-1.5,2016–2024
Jabrill Peppers,2017,1,25,CLE,SECONDARY,2.585559,23.0,8.895561849487867,12.5,2016–2024
Tre'Davious White,2017,1,27,BUF,SECONDARY,2.522838,44.0,17.440675937178685,33.5,2016–2024
Kevin King,2017,2,33,GNB,SECONDARY,1.770213,14.0,7.908652800538692,4.636363636363637,2016–2024
Budda Baker,2017,2,36,ARI,SECONDARY,1.707493,38.0,22.25484965384924,28.63636363636364,2016–2024
Marcus Maye,2017,2,39,NYJ,SECONDARY,1.638503,24.0,14.647516666127556,14.636363636363637,2016–2024
Marcus Williams,2017,2,42,NOR,SECONDARY,2.746,22.0,8.011653313911143,12.636363636363637,2016–2024
Sidney Jones,2017,2,43,PHI,SECONDARY,1.535017,8.0,5.2116686655587525,-0.4232456140350873,2016–2024
Quincy Wilson,2017,2,46,IND,SECONDARY,1.441566,4.0,2.7747602260319684,-4.423245614035087,2016–2024
Justin Evans,2017,2,50,TAM,SECONDARY,1.299822,8.0,6.15468887278412,-0.4232456140350873,2016–2024
Teez Tabor,2017,2,53,DET,SECONDARY,1.205744,3.0,2.488090340901552,-5.423245614035087,2016–2024
Obi Melifonwu,2017,2,56,OAK,SECONDARY,1.127344,1.0,0.8870406903305469,-7.423245614035087,2016–2024
Chidobe Awuzie,2017,2,60,DAL,SECONDARY,1.070895,17.0,15.874572203624073,8.576754385964913,2016–2024
Josh Jones,2017,2,61,GNB,SECONDARY,1.058353,11.0,10.393507648204332,2.5767543859649127,2016–2024
Ahkello Witherspoon,2017,3,66,SFO,SECONDARY,0.971166,14.0,14.41566117429976,5.576754385964913,2016–2024
Fabian Moreau,2017,3,81,WAS,SECONDARY,0.834848,11.0,13.176051209321937,2.5767543859649127,2016–2024
Shaquill Griffin,2017,3,90,SEA,SECONDARY,0.814655,24.0,29.4603236953066,15.576754385964913,2016–2024
John Johnson,2017,3,91,LAR,SECONDARY,0.814873,19.0,23.31651680691347,10.576754385964913,2016–2024
Jourdan Lewis,2017,3,92,DAL,SECONDARY,0.812107,15.0,18.470472486999864,6.576754385964913,2016–2024
Cameron Sutton,2017,3,94,PIT,SECONDARY,0.804282,7.0,8.703414971365763,-0.875,2016–2024
Lano Hill,2017,3,95,SEA,SECONDARY,,5.0,,-2.875,2016–2024
Cordrea Tankersley,2017,3,97,MIA,SECONDARY,0.794072,4.0,5.037326590032138,-3.875,2016–2024
Rasul Douglas,2017,3,99,PHI,SECONDARY,0.79401,9.0,11.33486983791136,3.0,2016–2024
Brendan Langley,2017,3,101,DEN,SECONDARY,0.793947,1.0,1.259529918243913,0.5,2016–2024
Denzel Ward,2018,1,4,CLE,SECONDARY,7.291339,19.0,2.605831384331465,-7.5,2016–2024
Minkah Fitzpatrick,2018,1,11,MIA,SECONDARY,4.111942,35.0,8.511793211091012,21.296296296296298,2016–2024
Derwin James,2018,1,17,LAC,SECONDARY,3.097238,12.0,3.874419724929114,-1.7037037037037024,2016–2024
Jaire Alexander,2018,1,18,GNB,SECONDARY,3.012684,22.0,7.302458538631997,8.296296296296298,2016–2024
Terrell Edmunds,2018,1,28,PIT,SECONDARY,2.674448,18.0,6.730360807164693,7.5,2016–2024
Mike Hughes,2018,1,30,MIN,SECONDARY,2.466871,4.0,1.6214873011195154,-5.363636363636363,2016–2024
Josh Jackson,2018,2,45,GNB,SECONDARY,1.564025,7.0,4.475631783379422,-1.423245614035087,2016–2024
M.J. Stewart,2018,2,53,TAM,SECONDARY,1.27078,5.0,3.934591353342042,-3.4232456140350878,2016–2024
Jessie Bates III,2018,2,54,CIN,SECONDARY,1.236954,22.0,17.785625011116014,13.576754385964913,2016–2024
Donte Jackson,2018,2,55,CAR,SECONDARY,1.203132,17.0,14.129787920194955,8.576754385964913,2016–2024
Duke Dawson,2018,2,56,NWE,SECONDARY,1.186219,2.0,1.686029308247465,-6.423245614035087,2016–2024
Isaiah Oliver,2018,2,58,ATL,SECONDARY,1.159163,11.0,9.489605862160888,2.5767543859649127,2016–2024
Carlton Davis,2018,2,63,TAM,SECONDARY,1.098279,15.0,13.657731778537148,6.576754385964913,2016–2024
Justin Reid,2018,3,68,HOU,SECONDARY,1.015856,16.0,15.750263816918933,7.576754385964913,2016–2024
Tracy Walker,2018,3,82,DET,SECONDARY,0.877997,8.0,9.111648445268036,-0.4232456140350873,2016–2024
Rashaan Gaulden,2018,3,85,CAR,SECONDARY,0.862477,1.0,1.1594512085539672,-7.423245614035087,2016–2024
Ronnie Harrison,2018,3,93,JAX,SECONDARY,0.847008,15.0,17.70939589708716,6.576754385964913,2016–2024
Tarvarius Moore,2018,3,95,SFO,SECONDARY,0.837843,8.0,9.548328266751646,0.125,2016–2024
Isaac Yiadom,2018,3,99,DEN,SECONDARY,0.830817,10.0,12.036344947202572,4.0,2016–2024
Darnell Savage Jr.,2019,1,21,GNB,SECONDARY,3.129422,11.0,3.5150260974710346,0.5,2016–2024
Johnathan Abram,2019,1,27,OAK,SECONDARY,2.873799,8.0,2.783771585973828,-2.5,2016–2024
Deandre Baker,2019,1,30,NYG,SECONDARY,2.631429,5.0,1.9001082681691204,-4.363636363636363,2016–2024
Byron Murphy,2019,2,33,ARI,SECONDARY,1.997375,10.0,5.006571124601039,0.6363636363636367,2016–2024
Rock Ya-Sin,2019,2,34,IND,SECONDARY,1.979114,8.0,4.042212828568744,-1.363636363636363,2016–2024
Sean Murphy-Bunting,2019,2,39,TAM,SECONDARY,1.844,10.0,5.422993492407809,0.6363636363636367,2016–2024
Trayvon Mullen,2019,2,40,OAK,SECONDARY,1.814787,12.0,6.612346242286285,2.6363636363636367,2016–2024
Joejuan Williams,2019,2,45,NWE,SECONDARY,1.656664,1.0,0.6036227020083735,-7.423245614035087,2016–2024
Greedy Williams,2019,2,46,CLE,SECONDARY,1.614669,4.0,2.4772879147367046,-4.423245614035087,2016–2024
Marquise Blair,2019,2,47,SEA,SECONDARY,1.559162,2.0,1.2827403438513767,-6.423245614035087,2016–2024
Lonnie Johnson Jr.,2019,2,54,HOU,SECONDARY,1.303533,3.0,2.3014377081362727,-5.423245614035087,2016–2024
Nasir Adderley,2019,2,60,LAC,SECONDARY,1.183028,5.0,4.226442653935495,-3.4232456140350878,2016–2024
Taylor Rapp,2019,2,61,LAR,SECONDARY,1.168424,9.0,7.702683272510664,0.5767543859649127,2016–2024
Juan Thornhill,2019,2,63,KAN,SECONDARY,1.153817,9.0,7.80019708497968,0.5767543859649127,2016–2024
David Long,2019,3,79,LAR,SECONDARY,0.950348,3.0,3.1567383737325696,-5.423245614035087,2016–2024
Will Harris,2019,3,81,DET,SECONDARY,0.930974,2.0,2.1482877072829103,-6.423245614035087,2016–2024
Justin Layne,2019,3,83,PIT,SECONDARY,0.920795,1.0,1.0860180604803458,-7.423245614035087,2016–2024
Jamel Dean,2019,3,94,TAM,SECONDARY,0.889713,6.0,6.743747702910939,-1.875,2016–2024
Quincy Williams,2019,3,98,JAX,SECONDARY,0.876509,3.0,3.42266879176369,-4.875,2016–2024
Mike Edwards,2019,3,99,TAM,SECONDARY,0.874509,5.0,5.717494045229952,-1.0,2016–2024
Jeff Okudah,2020,1,3,DET,SECONDARY,8.382132,3.0,0.3579041704425556,-23.5,2016–2024
C.J. Henderson,2020,1,9,JAX,SECONDARY,5.129047,3.0,0.5849039792382483,-10.703703703703702,2016–2024
AJ Terrell,2020,1,16,ATL,SECONDARY,3.576437,6.0,1.677647334484013,-7.703703703703702,2016–2024
Damon Arnette,2020,1,19,LVR,SECONDARY,3.354636,0.0,0.0,-10.5,2016–2024
Noah Igbinoghene,2020,1,30,MIA,SECONDARY,2.813551,2.0,0.7108454760549925,-7.363636363636363,2016–2024
Jeff Gladney,2020,1,31,MIN,SECONDARY,2.747757,0.0,0.0,-9.363636363636363,2016–2024
Xavier McKinney,2020,2,36,NYG,SECONDARY,2.097762,2.0,0.9533970011850724,-7.363636363636363,2016–2024
Kyle Dugger,2020,2,37,NWE,SECONDARY,2.082976,3.0,1.4402470311707865,-6.363636363636363,2016–2024
Grant Delpit,2020,2,44,CLE,SECONDARY,1.866266,0.0,0.0,-8.423245614035087,2016–2024
Antoine Winfield Jr.,2020,2,45,TAM,SECONDARY,1.826796,7.0,3.8318454824731374,-1.423245614035087,2016–2024
Jaylon Johnson,2020,2,50,CHI,SECONDARY,1.617194,0.0,0.0,-8.423245614035087,2016–2024
Trevon Diggs,2020,2,51,DAL,SECONDARY,1.580227,6.0,3.796922847160566,-2.4232456140350878,2016–2024
Kristian Fulton,2020,2,61,TEN,SECONDARY,1.332549,1.0,0.7504414471813045,-7.423245614035087,2016–2024
Jeremy Chinn,2020,2,64,CAR,SECONDARY,1.310369,17.0,12.97344488460884,8.576754385964913,2016–2024
Ashtyn Davis,2020,3,68,NYJ,SECONDARY,1.229347,3.0,2.440319942213224,-5.423245614035087,2016–2024
Brandon Jones,2020,3,70,MIA,SECONDARY,1.218276,2.0,1.6416641220872776,-6.423245614035087,2016–2024
Michael Ojemudia,2020,3,77,DEN,SECONDARY,1.17597,0.0,0.0,-8.423245614035087,2016–2024
Julian Blackmon,2020,3,85,IND,SECONDARY,1.13496,5.0,4.405441601466131,-3.4232456140350878,2016–2024
Cameron Dantzler,2020,3,89,MIN,SECONDARY,1.121289,8.0,7.134645929818272,-0.4232456140350873,2016–2024
Terrell Burgess,2020,3,104,LAR,SECONDARY,1.07852,0.0,0.0,0.0,2016–2024
Jaycee Horn,2021,1,8,CAR,SECONDARY,5.278037,0.0,0.0,-13.703703703703702,2016–2024
Patrick Surtain II,2021,1,9,DEN,SECONDARY,5.240701,0.0,0.0,-13.703703703703702,2016–2024
Caleb Farley,2021,1,22,TEN,SECONDARY,3.373897,0.0,0.0,-10.5,2016–2024
Greg Newsome II,2021,1,26,CLE,SECONDARY,3.187189,0.0,0.0,-10.5,2016–2024
Eric Stokes,2021,1,29,GNB,SECONDARY,2.981379,0.0,0.0,-9.363636363636363,2016–2024
Tyson Campbell,2021,2,33,JAX,SECONDARY,2.253777,0.0,0.0,-9.363636363636363,2016–2024
Jevon Holland,2021,2,36,MIA,SECONDARY,2.179101,0.0,0.0,-9.363636363636363,2016–2024
Richie Grant,2021,2,40,ATL,SECONDARY,2.067094,0.0,0.0,-9.363636363636363,2016–2024
Tre'von Moehrig,2021,2,43,LVR,SECONDARY,1.973753,0.0,0.0,-8.423245614035087,2016–2024
Asante Samuel Jr.,2021,2,47,LAC,SECONDARY,1.805737,0.0,0.0,-8.423245614035087,2016–2024
Andre Cisco,2021,3,65,JAX,SECONDARY,1.309125,0.0,0.0,-8.423245614035087,2016–2024
Benjamin St-Juste,2021,3,74,WAS,SECONDARY,1.27519,0.0,0.0,-8.423245614035087,2016–2024
Paulson Adebo,2021,3,76,NOR,SECONDARY,1.26125,0.0,0.0,-8.423245614035087,2016–2024
Divine Deablo,2021,3,80,LVR,SECONDARY,1.245209,0.0,0.0,-8.423245614035087,2016–2024
Nahshon Wright,2021,3,99,DAL,SECONDARY,1.175225,0.0,0.0,-6.0,2016–2024
Elijah Molden,2021,3,100,TEN,SECONDARY,1.196463,0.0,0.0,-0.5,2016–2024
Ambry Thomas,2021,3,102,SFO,SECONDARY,1.172058,0.0,0.0,0.0,2016–2024
Brandon Stephens,2021,3,104,BAL,SECONDARY,1.170433,0.0,0.0,0.0,2016–2024
Vernon Davis,2006,1,6,SFO,TE,4.055,19.0,4.68557336621455,-0.8194444444444429,2006–2015
Marcedes Lewis,2006,1,28,JAX,TE,1.486,15.0,10.09421265141319,-4.819444444444443,2006–2015
Joe Klopfenstein,2006,2,46,STL,TE,,3.0,,-5.944444444444445,2006–2015
Anthony Fasano,2006,2,53,DAL,TE,0.7675,10.0,13.029315960912053,1.0555555555555554,2006–2015
Tony Scheffler,2006,2,61,DEN,TE,,17.0,,8.055555555555555,2006–2015
Leonard Pope,2006,3,72,ARI,TE,,5.0,,-3.739583333333334,2006–2015
David Thomas,2006,3,86,NWE,TE,,7.0,,-1.739583333333334,2006–2015
Dominique Byrd,2006,3,93,STL,TE,,0.0,,-8.739583333333334,2006–2015
Greg Olsen,2007,1,31,CHI,TE,1.55489,17.0,10.933249297377948,-2.819444444444443,2006–2015
Zach Miller,2007,2,38,OAK,TE,1.288,25.0,19.40993788819876,5.180555555555557,2006–2015
Matt Spaeth,2007,3,77,PIT,TE,,2.0,,-6.739583333333334,2006–2015
Dustin Keller,2008,1,30,NYJ,TE,1.7,22.0,12.941176470588236,2.180555555555557,2006–2015
John Carlson,2008,2,38,SEA,TE,1.130063,12.0,10.618877000662794,-7.819444444444443,2006–2015
Fred Davis,2008,2,48,WAS,TE,0.87925,12.0,13.647995450668184,3.055555555555556,2006–2015
Martellus Bennett,2008,2,61,DAL,TE,0.74125,6.0,8.094435075885329,-2.9444444444444446,2006–2015
Brad Cottam,2008,3,76,KAN,TE,,2.0,,-6.739583333333334,2006–2015
Craig Stevens,2008,3,85,TEN,TE,0.6005,2.0,3.330557868442964,-6.739583333333334,2006–2015
Jermichael Finley,2008,3,91,GNB,TE,0.5895,20.0,33.92705682782019,11.260416666666666,2006–2015
Brandon Pettigrew,2009,1,20,DET,TE,2.4,19.0,7.916666666666667,-0.8194444444444429,2006–2015
Richard Quinn,2009,2,64,DEN,TE,,0.0,,-8.739583333333334,2006–2015
Jared Cook,2009,3,89,TEN,TE,0.6125,15.0,24.489795918367346,6.260416666666666,2006–2015
Chase Coffman,2009,3,98,CIN,TE,,0.0,,-6.0,2006–2015
Travis Beckum,2009,3,100,NYG,TE,,2.0,,0.0,2006–2015
Jermaine Gresham,2010,1,21,CIN,TE,2.48,20.0,8.064516129032258,0.1805555555555571,2006–2015
Rob Gronkowski,2010,2,42,NWE,TE,1.11,35.0,31.531531531531527,15.180555555555555,2006–2015
Ed Dickson,2010,3,70,BAL,TE,0.625833,10.0,15.978703583863428,1.260416666666666,2006–2015
Tony Moeaki,2010,3,93,KAN,TE,,9.0,,0.2604166666666661,2006–2015
Jimmy Graham,2010,3,95,NOR,TE,0.825736,35.0,42.38642859218927,26.260416666666664,2006–2015
Kyle Rudolph,2011,2,43,MIN,TE,1.157463,13.0,11.2314605304878,0.0,2006–2015
Lance Kendricks,2011,2,47,STL,TE,1.056526,10.0,9.46498240459771,1.0555555555555554,2006–2015
Rob Housler,2011,3,69,ARI,TE,0.911273,9.0,9.876293931675798,0.2604166666666661,2006–2015
Coby Fleener,2012,2,34,IND,TE,1.335412,19.0,14.227818830443338,-0.8194444444444429,2006–2015
Dwayne Allen,2012,3,64,IND,TE,0.770076,8.0,10.388585022776972,-0.7395833333333339,2006–2015
Michael Egnew,2012,3,78,MIA,TE,0.694114,0.0,0.0,-8.739583333333334,2006–2015
Tyler Eifert,2013,1,21,CIN,TE,2.6076,13.0,4.985427212762693,-6.819444444444443,2006–2015
Zach Ertz,2013,2,35,PHI,TE,1.3448,22.0,16.35930993456276,2.180555555555557,2006–2015
Gavin Escobar,2013,2,47,DAL,TE,1.052624,2.0,1.9000136800984968,-6.944444444444445,2006–2015
Vance McDonald,2013,2,55,SFO,TE,0.899795,6.0,6.668185531148762,-2.9444444444444446,2006–2015
Travis Kelce,2013,3,63,KAN,TE,0.781576,28.0,35.825050922750954,19.05555555555556,2006–2015
Jordan Reed,2013,3,85,WAS,TE,0.69,20.0,28.98550724637681,11.260416666666666,2006–2015
Eric Ebron,2014,1,10,DET,TE,3.062287,17.0,5.551406514151025,-2.819444444444443,2006–2015
Austin Seferian-Jenkins,2014,2,38,TAM,TE,1.313733,9.0,6.850707107151909,-10.819444444444445,2006–2015
Jace Amaro,2014,2,49,NYJ,TE,1.073249,4.0,3.7270009103199726,-4.944444444444445,2006–2015
Troy Niklas,2014,2,52,ARI,TE,1.005825,1.0,0.9942087341237292,-7.944444444444445,2006–2015
C.J. Fiedorowicz,2014,3,65,HOU,TE,0.798779,6.0,7.511464372498525,-2.739583333333334,2006–2015
Richard Rodgers,2014,3,98,GNB,TE,0.690254,12.0,17.38490468726005,6.0,2006–2015
Crockett Gillmore,2014,3,99,BAL,TE,0.682754,4.0,5.858625507869599,0.0,2006–2015
Devin Funchess,2015,2,41,CAR,TE,1.380223,21.0,15.21493265943257,1.1805555555555571,2006–2015
Maxx Williams,2015,2,55,BAL,TE,1.013184,4.0,3.947950224243572,-4.944444444444445,2006–2015
Clive Walford,2015,3,68,OAK,TE,0.836363,7.0,8.369571585543598,-1.739583333333334,2006–2015
Tyler Kroft,2015,3,85,CIN,TE,0.750319,6.0,7.99659877998558,-2.739583333333334,2006–2015
Jeff Heuerman,2015,3,92,DEN,TE,0.736451,4.0,5.431454366957205,-4.739583333333334,2006–2015
Hunter Henry,2016,2,35,SDG,TE,1.595077,14.0,8.777005749565694,3.666666666666666,2016–2024
Austin Hooper,2016,3,81,ATL,TE,1.055175,20.0,18.95420190963584,15.807692307692308,2016–2024
Nick Vannett,2016,3,94,SEA,TE,0.76422,5.0,6.542618617675538,0.8076923076923075,2016–2024
O.J. Howard,2017,1,19,TAM,TE,2.773714,12.0,4.326329246634657,1.666666666666666,2016–2024
Evan Engram,2017,1,23,NYG,TE,2.679637,19.0,7.09051263286781,8.666666666666666,2016–2024
David Njoku,2017,1,29,CLE,TE,2.381336,9.0,3.7793910645116857,-1.333333333333334,2016–2024
Gerald Everett,2017,2,44,LAR,TE,1.511112,12.0,7.941171799310706,5.0,2016–2024
Adam Shaheen,2017,2,45,CHI,TE,1.477629,3.0,2.030279589802312,-3.5,2016–2024
Jonnu Smith,2017,3,100,TEN,TE,0.793978,12.0,15.113768895359822,7.8076923076923075,2016–2024
Hayden Hurst,2018,1,25,BAL,TE,2.759008,11.0,3.9869402335912034,0.6666666666666661,2016–2024
Mike Gesicki,2018,2,42,MIA,TE,1.652981,12.0,7.259611574482707,1.666666666666666,2016–2024
Dallas Goedert,2018,2,49,PHI,TE,1.406071,10.0,7.11201639177538,3.5,2016–2024
Mark Andrews,2018,3,86,BAL,TE,0.86329,24.0,27.80062319730333,19.807692307692307,2016–2024
Jordan Akins,2018,3,98,HOU,TE,0.830879,9.0,10.83190211811828,4.807692307692308,2016–2024
T.J. Hockenson,2019,1,8,DET,TE,4.955307,8.0,1.614430750708281,-2.333333333333334,2016–2024
Noah Fant,2019,1,20,DEN,TE,3.147681,8.0,2.5415536072429195,-2.333333333333334,2016–2024
Irv Smith Jr.,2019,2,50,MIN,TE,1.449611,6.0,4.139041439393051,0.0,2016–2024
Drew Sample,2019,2,52,CIN,TE,1.376574,2.0,1.45288230055195,-2.1923076923076925,2016–2024
Josh Oliver,2019,3,69,JAX,TE,1.062711,0.0,0.0,-4.1923076923076925,2016–2024
Jace Sternberger,2019,3,75,GNB,TE,0.966382,1.0,1.034787485694063,-3.1923076923076925,2016–2024
Kahale Warring,2019,3,86,HOU,TE,0.910114,0.0,0.0,-4.1923076923076925,2016–2024
Dawson Knox,2019,3,96,BUF,TE,0.8804,6.0,6.815084052703317,1.8076923076923077,2016–2024
Cole Kmet,2020,2,43,CHI,TE,1.894447,2.0,1.0557170509388756,-5.0,2016–2024
Devin Asiasi,2020,3,91,NWE,TE,1.116568,0.0,0.0,-4.1923076923076925,2016–2024
Josiah Deguara,2020,3,94,GNB,TE,1.104921,0.0,0.0,-4.1923076923076925,2016–2024
Dalton Keene,2020,3,101,NWE,TE,1.078703,0.0,0.0,-0.5,2016–2024
Adam Trautman,2020,3,105,NOR,TE,1.077803,1.0,0.9278133388012464,0.5,2016–2024
Kyle Pitts,2021,1,4,ATL,TE,8.227624,0.0,0.0,-10.333333333333334,2016–2024
Pat Freiermuth,2021,2,55,PIT,TE,1.507045,0.0,0.0,-4.1923076923076925,2016–2024
Hunter Long,2021,3,81,MIA,TE,1.242174,0.0,0.0,-4.1923076923076925,2016–2024
Tommy Tremble,2021,3,83,CAR,TE,1.231609,0.0,0.0,-4.1923076923076925,2016–2024
Tre' McKitty,2021,3,97,LAC,TE,1.180808,0.0,0.0,-4.1923076923076925,2016–2024
Santonio Holmes,2006,1,25,PIT,WR,1.772,37.0,20.880361173814897,9.155555555555557,2006–2015
Chad Jackson,2006,2,36,NWE,WR,,2.0,,-13.589506172839505,2006–2015
Sinorice Moss,2006,2,44,NYG,WR,,4.0,,-11.589506172839505,2006–2015
Greg Jennings,2006,2,52,GNB,WR,1.031667,37.0,35.86428566582047,21.410493827160494,2006–2015
Travis Wilson,2006,3,78,CLE,WR,,0.0,,-11.413333333333332,2006–2015
Derek Hagan,2006,3,82,MIA,WR,,6.0,,-3.8277777777777775,2006–2015
Brandon Williams,2006,3,84,SFO,WR,,0.0,,-9.827777777777778,2006–2015
Maurice Stovall,2006,3,90,TAM,WR,,4.0,,-5.8277777777777775,2006–2015
Willie Reid,2006,3,95,PIT,WR,,1.0,,-8.827777777777778,2006–2015
Calvin Johnson,2007,1,2,DET,WR,9.666667,34.0,3.5172412580261634,-0.6666666666666714,2006–2015
Ted Ginn Jr.,2007,1,9,MIA,WR,,20.0,,-7.844444444444445,2006–2015
Dwayne Bowe,2007,1,23,KAN,WR,1.8,32.0,17.77777777777778,4.155555555555555,2006–2015
Robert Meachem,2007,1,27,NOR,WR,,17.0,,-1.166666666666668,2006–2015
Craig Davis,2007,1,30,SDG,WR,,7.0,,-8.589506172839505,2006–2015
Anthony Gonzalez,2007,1,32,IND,WR,,16.0,,0.4104938271604954,2006–2015
Sidney Rice,2007,2,44,MIN,WR,0.926875,21.0,22.65677680377613,5.410493827160495,2006–2015
Dwayne Jarrett,2007,2,45,CAR,WR,,4.0,,-11.589506172839505,2006–2015
Steve Smith,2007,2,51,NYG,WR,10.9,58.0,5.321100917431193,42.410493827160494,2006–2015
Jacoby Jones,2007,3,73,HOU,WR,0.610528,15.0,24.56889774097175,3.5,2006–2015
Yamon Figurs,2007,3,74,BAL,WR,,2.0,,-9.5,2006–2015
Laurent Robinson,2007,3,75,ATL,WR,,8.0,,-3.413333333333332,2006–2015
Jason Hill,2007,3,76,SFO,WR,,7.0,,-4.413333333333332,2006–2015
James Jones,2007,3,78,GNB,WR,0.601813,21.0,34.89456027038299,9.586666666666668,2006–2015
Mike Sims-Walker,2007,3,79,JAX,WR,,16.0,,4.586666666666668,2006–2015
Paul Williams,2007,3,80,TEN,WR,,0.0,,-9.827777777777778,2006–2015
Johnnie Lee Higgins,2007,3,99,OAK,WR,,9.0,,4.5,2006–2015
Donnie Avery,2008,2,33,STL,WR,1.178125,9.0,7.639257294429708,-6.589506172839505,2006–2015
Devin Thomas,2008,2,34,WAS,WR,,4.0,,-11.589506172839505,2006–2015
Jordy Nelson,2008,2,36,GNB,WR,1.158813,26.0,22.436752090285488,10.410493827160495,2006–2015
James Hardy,2008,2,41,BUF,WR,,1.0,,-14.589506172839505,2006–2015
Eddie Royal,2008,2,42,DEN,WR,0.987458,21.0,21.26672729371781,5.410493827160495,2006–2015
Jerome Simpson,2008,2,46,CIN,WR,0.90425,9.0,9.952999723527784,-6.589506172839505,2006–2015
DeSean Jackson,2008,2,49,PHI,WR,0.867334,42.0,48.42425178766196,26.410493827160494,2006–2015
Malcolm Kelly,2008,2,51,WAS,WR,,3.0,,-12.589506172839505,2006–2015
Limas Sweed,2008,2,53,PIT,WR,,1.0,,-14.589506172839505,2006–2015
Dexter Jackson,2008,2,58,TAM,WR,,1.0,,-14.589506172839505,2006–2015
Earl Bennett,2008,3,70,CHI,WR,0.631459,15.0,23.75451137761913,3.5,2006–2015
Early Doucet,2008,3,81,ARI,WR,,10.0,,0.1722222222222225,2006–2015
Harry Douglas,2008,3,84,ATL,WR,0.602263,13.0,21.58525428259747,3.1722222222222225,2006–2015
Mario Manningham,2008,3,95,NYG,WR,,19.0,,9.172222222222222,2006–2015
